tempo,danceability,energy,instrumentalness,liveness,valence
143.038,0.917,0.786,0,0.195,0.441
165.044,0.57,0.689,0.000556,0.45,0.3
122.022,0.926,0.515,1.05E-06,0.085,0.34
141.112,0.795,0.556,0,0.358,0.687
153.01,0.835,0.701,0,0.0879,0.636
177.922,0.713,0.544,0,0.159,0.768
159.17,0.462,0.517,0,0.147,0.656
157.875,0.861,0.58,2.22E-06,0.0767,0.805
189.874,0.825,0.833,8.72E-06,0.0789,0.328
145.052,0.777,0.626,0,0.129,0.188
150.015,0.883,0.631,0.00715,0.105,0.378
157.938,0.769,0.627,0,0.106,0.49
139.982,0.862,0.466,0,0.131,0.438
170.004,0.718,0.706,0,0.352,0.815
107.029,0.917,0.84,0,0.0803,0.842
192.15,0.786,0.739,0,0.18,0.297
133.928,0.868,0.479,0,0.102,0.776
112.96,0.56,0.936,0,0.161,0.371
160.085,0.86,0.62,5.52E-06,0.104,0.177
172.027,0.748,0.59,5.02E-06,0.0911,0.215
130.143,0.739,0.682,0,0.115,0.673
175.987,0.77,0.849,0.000138,0.0855,0.523
130.104,0.75,0.596,0,0.166,0.27
152.974,0.854,0.617,8.31E-06,0.109,0.975
160.998,0.728,0.506,0,0.222,0.366
109.045,0.677,0.345,0,0.411,0.193
116.006,0.963,0.409,0,0.0692,0.432
160.024,0.606,0.465,0.000821,0.0651,0.355
140.956,0.938,0.414,0.000103,0.106,0.0598
133.029,0.775,0.758,0,0.259,0.56
151.998,0.755,0.763,0,0.149,0.501
125.035,0.799,0.554,0,0.141,0.703
193.914,0.697,0.443,1.61E-05,0.112,0.351
136.058,0.79,0.544,0,0.13,0.526
150.992,0.67,0.837,0,0.375,0.614
179.618,0.68,0.858,0,0.11,0.37
155.955,0.812,0.814,0.0276,0.12,0.902
192.042,0.822,0.552,0,0.195,0.467
159.744,0.756,0.486,0,0.144,0.437
136.049,0.912,0.592,1.03E-05,0.0969,0.213
138.082,0.737,0.435,2.96E-06,0.121,0.508
202.024,0.95,0.568,1.06E-06,0.141,0.297
105.165,0.936,0.339,0,0.211,0.273
173.852,0.796,0.683,2.58E-06,0.126,0.737
158.052,0.775,0.679,0,0.142,0.664
169.86,0.455,0.939,0,0.7,0.49
200.094,0.868,0.496,0,0.143,0.212
118.028,0.743,0.412,0.00343,0.0963,0.0303
129.995,0.758,0.88,1.37E-05,0.528,0.559
130.163,0.642,0.921,0,0.124,0.45
167.51,0.727,0.632,0,0.182,0.474
148.942,0.68,0.542,0,0.112,0.274
149.881,0.6,0.723,0,0.167,0.463
160.041,0.757,0.562,2.51E-05,0.343,0.557
174.944,0.876,0.589,0,0.1,0.857
150.009,0.726,0.414,0,0.0713,0.47
128.091,0.895,0.406,0,0.0805,0.335
131.95,0.896,0.475,2.63E-06,0.0891,0.566
163.071,0.8,0.56,0,0.134,0.45
189.912,0.677,0.714,0,0.0717,0.355
175.23,0.781,0.474,0,0.0685,0.584
165.01,0.707,0.579,0.00135,0.111,0.133
164.023,0.666,0.711,2.47E-05,0.127,0.652
105.873,0.713,0.661,0,0.13,0.241
144.984,0.814,0.692,0,0.0985,0.883
151.329,0.762,0.703,0,0.0912,0.519
120.059,0.775,0.823,0,0.309,0.65
111.16,0.614,0.804,0,0.0989,0.438
204.07,0.705,0.689,0,0.0881,0.294
139.857,0.471,0.928,0,0.0647,0.582
142.035,0.676,0.746,0.00157,0.412,0.675
146.95,0.68,0.826,0,0.254,0.804
145.005,0.628,0.578,1.68E-06,0.11,0.377
139.97,0.887,0.594,1.54E-06,0.0858,0.663
128.517,0.879,0.542,0,0.0935,0.378
143.202,0.809,0.764,0,0.296,0.568
130.003,0.7,0.377,0,0.133,0.181
111.03,0.709,0.478,0,0.107,0.162
122.016,0.649,0.684,0,0.102,0.224
119.986,0.946,0.698,0,0.109,0.84
120.02,0.93,0.854,0,0.332,0.387
130.117,0.903,0.535,0,0.0851,0.157
116.052,0.623,0.778,0,0.0774,0.287
128.117,0.838,0.653,0.000525,0.203,0.39
135.04,0.916,0.449,0.00626,0.155,0.62
129.018,0.789,0.643,0.00235,0.198,0.452
145.054,0.862,0.585,5.77E-06,0.0961,0.605
171.978,0.788,0.588,0.0975,0.0574,0.755
116.041,0.964,0.604,0,0.0938,0.612
139.923,0.519,0.812,4.90E-06,0.166,0.125
191.99,0.842,0.593,0,0.107,0.273
130.011,0.97,0.451,3.45E-05,0.514,0.367
120.085,0.597,0.427,1.33E-05,0.121,0.0997
160.049,0.601,0.822,0,0.189,0.282
158.043,0.79,0.376,0.000106,0.107,0.265
135.222,0.536,0.327,5.40E-05,0.0806,0.11
148.032,0.727,0.664,0,0.119,0.469
207.884,0.786,0.581,0.141,0.112,0.117
155.012,0.69,0.522,0.791,0.0766,0.381
152.059,0.901,0.509,0.00105,0.111,0.251
110,0.544,0.498,2.97E-06,0.135,0.173
137.06,0.838,0.375,0.00491,0.116,0.0701
149.042,0.74,0.488,0,0.241,0.584
150.002,0.763,0.826,0,0.089,0.785
146.02,0.519,0.809,0,0.275,0.262
140.051,0.8,0.297,0.000111,0.105,0.213
108.008,0.763,0.489,0,0.167,0.622
110.029,0.638,0.567,1.06E-06,0.303,0.596
189.996,0.932,0.547,0,0.0924,0.695
185.002,0.927,0.731,1.39E-06,0.0892,0.641
119.891,0.719,0.847,0,0.277,0.495
178.94,0.821,0.611,0,0.173,0.631
119.891,0.719,0.847,0,0.277,0.495
114.993,0.759,0.384,3.43E-05,0.182,0.0652
134.89,0.671,0.529,0,0.161,0.464
190.058,0.662,0.882,0,0.688,0.675
166.748,0.464,0.602,0,0.162,0.664
122.111,0.701,0.969,0,0.47,0.673
172.065,0.466,0.901,0.0472,0.143,0.428
120.024,0.832,0.597,0,0.121,0.625
129.945,0.801,0.652,0.000105,0.0671,0.167
137.013,0.702,0.69,0.00681,0.142,0.182
119.938,0.465,0.96,6.11E-05,0.383,0.164
190.014,0.774,0.563,0,0.142,0.647
203.976,0.868,0.641,0,0.373,0.171
195.984,0.934,0.446,0,0.0843,0.374
105.971,0.843,0.59,0,0.0533,0.673
177.666,0.662,0.918,0,0.405,0.516
206.162,0.928,0.504,0,0.16,0.313
105.896,0.828,0.415,0.000289,0.0672,0.391
140.132,0.756,0.453,0,0.632,0.114
137.503,0.837,0.415,0,0.157,0.301
195.962,0.796,0.586,0,0.132,0.179
140.012,0.91,0.499,0,0.0988,0.316
119.998,0.826,0.758,0,0.168,0.41
159.965,0.74,0.732,6.72E-05,0.183,0.601
147.989,0.804,0.456,0,0.161,0.193
164.06,0.77,0.581,0,0.164,0.728
104.021,0.918,0.591,0,0.183,0.562
172.002,0.719,0.627,0,0.0981,0.534
160.984,0.819,0.477,0,0.0434,0.554
159.049,0.748,0.462,2.95E-06,0.145,0.491
180.046,0.755,0.633,0,0.0962,0.305
199.894,0.912,0.48,0.0022,0.0746,0.367
160.108,0.731,0.733,2.66E-06,0.273,0.575
159.824,0.521,0.707,0.000164,0.227,0.298
137.711,0.527,0.346,0.000714,0.242,0.247
146.987,0.806,0.43,0.0863,0.079,0.689
140.16,0.788,0.513,0,0.125,0.663
117.97,0.809,0.622,0.0226,0.0954,0.503
120.01,0.787,0.956,0.0294,0.38,0.238
144.928,0.669,0.926,0,0.268,0.769
104.994,0.648,0.952,0.341,0.337,0.244
165.102,0.806,0.82,0.051,0.0609,0.49
173.278,0.552,0.861,0,0.388,0.56
145.983,0.728,0.787,5.64E-06,0.103,0.372
145.02,0.899,0.535,0,0.12,0.183
147.017,0.849,0.8,0.000192,0.0559,0.345
139.94,0.672,0.653,0,0.115,0.139
170.339,0.604,0.789,0,0.152,0.651
169.898,0.54,0.899,4.90E-05,0.127,0.0585
124.964,0.659,0.465,0.0306,0.329,0.146
131.963,0.821,0.41,0,0.113,0.197
199.4,0.49,0.618,3.77E-06,0.259,0.286
129.93,0.915,0.612,0,0.115,0.758
126.998,0.929,0.667,0,0.1,0.274
170.018,0.809,0.684,1.44E-06,0.241,0.857
174.072,0.717,0.614,0,0.0473,0.807
110.01,0.479,0.486,2.68E-06,0.0955,0.0767
145.076,0.708,0.497,0,0.303,0.142
140.042,0.793,0.618,0,0.132,0.226
145.143,0.697,0.769,0,0.464,0.365
127.004,0.772,0.799,0,0.214,0.852
174.824,0.457,0.909,0,0.48,0.615
140.166,0.744,0.917,0,0.0927,0.677
106.997,0.625,0.429,0.0142,0.362,0.073
150.163,0.723,0.397,3.61E-05,0.115,0.423
122.963,0.95,0.508,0,0.0946,0.438
179.752,0.751,0.916,0,0.366,0.745
149.974,0.776,0.724,0,0.109,0.677
105.943,0.933,0.604,0,0.162,0.449
166.02,0.719,0.58,0,0.163,0.767
132.071,0.834,0.748,0,0.121,0.824
134.006,0.798,0.668,4.69E-06,0.0583,0.154
159.943,0.769,0.829,6.65E-05,0.301,0.648
181.978,0.7,0.722,0,0.272,0.756
111.989,0.873,0.79,0,0.381,0.367
105.001,0.86,0.583,0,0.124,0.413
192.054,0.85,0.481,0,0.113,0.231
187.878,0.794,0.845,0,0.124,0.831
150.955,0.871,0.715,0,0.14,0.378
149.998,0.754,0.778,6.96E-05,0.152,0.95
154.984,0.816,0.904,0.0485,0.13,0.905
192.084,0.762,0.809,3.99E-05,0.333,0.731
118.886,0.704,0.599,0,0.155,0.539
144.924,0.866,0.548,0,0.0982,0.691
127.954,0.84,0.805,0,0.59,0.71
155.865,0.573,0.741,0.416,0.13,0.235
184.544,0.81,0.708,0,0.557,0.722
139.964,0.732,0.663,0,0.115,0.227
180.292,0.389,0.768,0,0.119,0.334
155.852,0.59,0.772,0,0.34,0.748
150.998,0.683,0.741,4.94E-06,0.233,0.585
174.362,0.656,0.697,0,0.161,0.2
144.09,0.675,0.842,0,0.169,0.801
122.98,0.951,0.51,3.06E-06,0.112,0.135
115.084,0.881,0.517,0,0.151,0.786
125.101,0.862,0.673,0,0.101,0.801
120.073,0.941,0.676,4.64E-06,0.0986,0.93
140.055,0.694,0.759,0,0.167,0.77
141.974,0.831,0.558,0,0.094,0.338
143.966,0.658,0.736,0,0.0978,0.804
200.18,0.794,0.751,9.53E-05,0.3,0.108
130.04,0.535,0.678,0,0.0935,0.452
151.162,0.844,0.673,0,0.11,0.336
139.996,0.917,0.509,0.0117,0.109,0.591
195.898,0.562,0.957,0,0.789,0.576
129.027,0.755,0.517,0,0.127,0.699
145.98,0.836,0.412,1.33E-06,0.1,0.557
151.07,0.802,0.738,0,0.223,0.484
179.897,0.656,0.457,0,0.104,0.111
108.031,0.596,0.699,0,0.174,0.435
186.112,0.92,0.567,0,0.127,0.565
150.089,0.754,0.597,0,0.0866,0.347
179.945,0.834,0.526,0,0.12,0.259
154.926,0.74,0.462,0,0.132,0.344
200.108,0.821,0.684,1.58E-06,0.234,0.744
153.924,0.834,0.679,0,0.0931,0.558
194.172,0.822,0.797,0,0.316,0.459
145.96,0.796,0.731,0,0.122,0.645
204.084,0.917,0.503,0,0.12,0.259
148.767,0.699,0.575,0,0.112,0.234
156.065,0.857,0.6,2.75E-05,0.124,0.841
150.966,0.876,0.519,0.000101,0.104,0.156
167.01,0.895,0.491,0.000988,0.143,0.249
152.109,0.782,0.615,0,0.252,0.865
189.996,0.904,0.555,2.71E-05,0.0854,0.538
148.02,0.842,0.575,0,0.313,0.29
151.563,0.626,0.744,0,0.648,0.23
105.069,0.939,0.785,0,0.0916,0.545
149.101,0.811,0.733,0,0.115,0.461
115.071,0.828,0.434,0,0.0806,0.38
155.992,0.673,0.715,0,0.115,0.712
138.042,0.794,0.608,0,0.11,0.316
164.948,0.792,0.75,0,0.378,0.593
132.527,0.537,0.518,0,0.146,0.427
139.994,0.793,0.606,0.000217,0.12,0.487
168.098,0.739,0.747,0,0.157,0.322
149.714,0.718,0.773,0,0.0926,0.764
136.144,0.498,0.458,0.00522,0.23,0.26
160.007,0.743,0.628,0,0.0852,0.295
180.058,0.486,0.454,0.102,0.116,0.51
141.042,0.745,0.686,4.87E-06,0.0741,0.455
135.875,0.654,0.631,4.44E-05,0.151,0.309
132.062,0.879,0.453,0,0.111,0.36
161.966,0.711,0.867,0,0.0552,0.414
143.014,0.814,0.667,0,0.187,0.545
108.034,0.886,0.427,0.00099,0.0906,0.23
163.016,0.716,0.936,0,0.367,0.799
160.021,0.819,0.499,0,0.107,0.504
207.796,0.774,0.613,0.0125,0.141,0.233
128.039,0.91,0.53,0,0.0741,0.882
139.913,0.927,0.47,0,0.133,0.417
139.986,0.831,0.832,0,0.0908,0.744
115.833,0.68,0.798,0,0.167,0.602
153.012,0.629,0.768,0.0204,0.149,0.195
114.015,0.768,0.864,0,0.369,0.627
184.798,0.307,0.922,0,0.163,0.646
133.003,0.856,0.469,2.27E-06,0.184,0.168
140.032,0.783,0.65,0,0.114,0.358
154.551,0.765,0.819,0,0.0661,0.694
155.021,0.712,0.489,0,0.0941,0.089
144.905,0.613,0.771,0,0.555,0.508
200.244,0.857,0.446,0,0.0964,0.327
156.014,0.557,0.87,0,0.616,0.132
188.052,0.551,0.484,0.109,0.609,0.0444
129.992,0.826,0.933,1.72E-06,0.381,0.213
156.983,0.614,0.815,0.0703,0.727,0.234
154.242,0.582,0.971,0.813,0.322,0.441
139.944,0.909,0.886,0.00105,0.112,0.431
132.955,0.566,0.558,0.94,0.371,0.0556
169.972,0.803,0.949,0,0.298,0.593
130.057,0.896,0.627,0,0.321,0.186
129.878,0.467,0.889,0.182,0.26,0.318
160.079,0.78,0.901,0.00362,0.141,0.576
139.922,0.799,0.548,0.000308,0.58,0.376
105.016,0.726,0.582,0.00633,0.0762,0.0419
115.503,0.628,0.573,0,0.0874,0.0387
144.078,0.729,0.719,0.106,0.273,0.218
152.052,0.908,0.701,0.00957,0.121,0.712
164.002,0.779,0.778,0.00108,0.0926,0.384
174.535,0.823,0.737,0,0.0787,0.449
149.98,0.784,0.925,0,0.345,0.208
167.372,0.716,0.946,0.868,0.0609,0.952
124.985,0.754,0.82,0,0.0891,0.336
174.965,0.516,0.878,0.0132,0.392,0.306
140.082,0.632,0.878,0,0.355,0.438
104.035,0.809,0.811,1.93E-05,0.0946,0.766
127.993,0.702,0.47,0.000538,0.337,0.108
149.122,0.711,0.773,0,0.664,0.69
148.003,0.804,0.628,0.123,0.079,0.188
117.999,0.852,0.629,0,0.0814,0.578
147.972,0.838,0.803,0.00321,0.324,0.622
168.61,0.567,0.297,0.805,0.111,0.0684
111.048,0.781,0.492,0,0.106,0.0398
120.019,0.921,0.477,0.0237,0.116,0.133
123.985,0.845,0.674,0,0.439,0.712
187.872,0.929,0.464,1.56E-05,0.192,0.175
150.007,0.744,0.583,1.93E-05,0.0809,0.68
147.965,0.817,0.697,0.00716,0.101,0.334
159.972,0.666,0.693,0,0.115,0.132
158.026,0.715,0.522,0,0.389,0.233
190.156,0.715,0.655,0,0.115,0.531
163.622,0.764,0.492,0,0.15,0.174
125.521,0.497,0.613,0,0.0948,0.404
129.042,0.883,0.635,0,0.114,0.542
104.984,0.596,0.481,0,0.197,0.277
144.064,0.726,0.804,0,0.735,0.551
135.913,0.941,0.82,0.011,0.0999,0.821
159.961,0.799,0.649,0.427,0.119,0.57
188.01,0.792,0.441,0,0.105,0.602
160.004,0.825,0.845,0,0.0967,0.786
192.026,0.86,0.662,8.64E-06,0.0742,0.482
153.157,0.755,0.552,0,0.158,0.402
120.064,0.598,0.252,0.133,0.0992,0.0352
164.866,0.62,0.578,0,0.221,0.402
129.874,0.8,0.526,0.00174,0.0571,0.746
197.938,0.818,0.528,0,0.114,0.108
112.001,0.965,0.553,1.08E-05,0.0777,0.322
152.01,0.717,0.471,0,0.114,0.0812
129.963,0.853,0.514,0.0222,0.185,0.679
151.875,0.808,0.566,1.14E-06,0.137,0.675
198.916,0.765,0.846,0,0.359,0.891
149.906,0.703,0.661,0,0.34,0.495
175.906,0.517,0.705,0,0.128,0.584
206.032,0.805,0.562,0,0.108,0.324
197.94,0.874,0.727,5.83E-06,0.0759,0.427
189.9,0.635,0.677,0,0.154,0.253
159.988,0.732,0.799,0,0.679,0.612
137.096,0.805,0.719,0,0.327,0.906
176.108,0.715,0.617,3.62E-06,0.186,0.289
191.958,0.747,0.561,0,0.09,0.505
179.99,0.713,0.602,0.0086,0.171,0.715
130.002,0.943,0.461,0,0.0846,0.149
165.048,0.895,0.504,0,0.1,0.708
160.008,0.838,0.439,0,0.123,0.291
111.13,0.777,0.662,4.61E-06,0.593,0.634
120.056,0.781,0.54,0,0.458,0.632
194.076,0.823,0.526,0.000379,0.186,0.269
133.027,0.572,0.944,0,0.691,0.576
126.087,0.795,0.453,0.000347,0.164,0.238
132.155,0.783,0.563,0,0.392,0.517
121.927,0.925,0.31,0,0.0931,0.291
130.011,0.952,0.722,0.000428,0.119,0.759
120.011,0.766,0.522,0,0.459,0.373
152.11,0.69,0.885,0,0.136,0.775
159.96,0.686,0.772,0.000233,0.117,0.697
145.994,0.736,0.835,0,0.141,0.144
163.002,0.665,0.618,0,0.141,0.548
118.319,0.845,0.877,0.724,0.718,0.272
146.461,0.784,0.568,1.38E-05,0.656,0.694
144.04,0.86,0.754,0.35,0.111,0.811
163.993,0.788,0.494,2.02E-05,0.111,0.294
165.053,0.641,0.454,0.000305,0.0832,0.178
170.532,0.283,0.902,0,0.663,0.577
160.402,0.557,0.833,0,0.0681,0.892
186.184,0.543,0.972,0,0.432,0.704
166.896,0.412,0.906,0,0.123,0.398
182.204,0.636,0.908,0,0.673,0.737
142.025,0.713,0.605,3.46E-06,0.115,0.432
150.09,0.729,0.742,3.63E-05,0.135,0.254
185.02,0.738,0.675,0,0.111,0.572
139.262,0.78,0.687,0,0.0855,0.623
163.956,0.785,0.534,0.000193,0.107,0.357
150.043,0.672,0.509,0.000266,0.0844,0.279
193.486,0.543,0.624,0,0.518,0.281
199.89,0.49,0.636,0,0.0832,0.3
169.036,0.713,0.47,1.35E-05,0.306,0.0825
198.156,0.704,0.688,0,0.121,0.632
126.889,0.61,0.841,9.85E-06,0.118,0.431
165.99,0.76,0.794,0.00324,0.0996,0.583
129.912,0.807,0.269,0.119,0.122,0.238
166.922,0.795,0.887,7.18E-06,0.0996,0.423
135.939,0.448,0.43,0.448,0.251,0.0767
119.054,0.87,0.341,0.0027,0.329,0.436
139.999,0.746,0.251,0.00203,0.106,0.18
160.083,0.52,0.856,0,0.157,0.47
135.064,0.719,0.387,0,0.114,0.17
130.09,0.713,0.62,1.16E-06,0.118,0.206
129.896,0.692,0.729,0,0.293,0.327
148.015,0.659,0.716,0,0.173,0.437
204.124,0.874,0.642,0,0.0627,0.126
144.982,0.794,0.364,0,0.0987,0.159
110.048,0.882,0.566,0,0.193,0.483
116.756,0.779,0.389,1.63E-05,0.327,0.29
162.038,0.754,0.376,0,0.073,0.275
159.979,0.733,0.592,0.000264,0.115,0.469
188.074,0.807,0.739,0,0.146,0.553
133.012,0.943,0.544,0,0.0954,0.515
189.516,0.852,0.616,0,0.321,0.685
141.959,0.846,0.528,0,0.251,0.864
158.004,0.685,0.693,0,0.119,0.489
176.086,0.603,0.682,0,0.0911,0.394
140.998,0.703,0.709,0,0.127,0.569
140.019,0.762,0.749,3.55E-06,0.275,0.331
140.05,0.834,0.621,0,0.0759,0.613
146.076,0.65,0.723,0,0.412,0.556
159.996,0.59,0.558,0,0.171,0.334
105.028,0.82,0.749,0,0.12,0.4
188.128,0.918,0.743,0,0.121,0.805
182,0.789,0.745,0.000584,0.17,0.475
200.11,0.886,0.354,0,0.0731,0.232
199.954,0.763,0.223,0,0.114,0.743
207.896,0.94,0.826,0,0.843,0.839
200.008,0.897,0.369,0,0.101,0.348
193.968,0.722,0.903,0,0.303,0.228
178.204,0.544,0.722,1.13E-05,0.346,0.505
173.996,0.683,0.776,0,0.227,0.223
185.744,0.758,0.519,0.0742,0.109,0.617
180.45,0.769,0.752,2.79E-06,0.0564,0.527
170.444,0.735,0.797,0,0.62,0.731
181.724,0.567,0.678,1.61E-06,0.113,0.777
183.426,0.828,0.686,0,0.524,0.617
168.14,0.902,0.411,0,0.119,0.667
189.942,0.633,0.764,3.40E-06,0.234,0.522
185.77,0.892,0.455,0,0.344,0.473
184.902,0.855,0.52,0,0.114,0.402
203.768,0.769,0.675,0.000149,0.0904,0.803
199.974,0.89,0.716,0.000589,0.0657,0.656
207.78,0.792,0.701,0,0.761,0.251
190.172,0.855,0.743,4.36E-06,0.33,0.715
181.708,0.752,0.782,0,0.34,0.487
172.076,0.745,0.734,0,0.0534,0.727
130.086,0.851,0.442,0,0.101,0.323
120.039,0.778,0.421,6.59E-06,0.258,0.0392
162,0.734,0.645,0,0.913,0.279
180.876,0.782,0.589,0,0.164,0.869
194.088,0.918,0.734,8.01E-06,0.191,0.608
171.038,0.869,0.68,1.12E-06,0.0914,0.815
195.116,0.658,0.481,0,0.705,0.0637
117.864,0.52,0.742,0,0.414,0.438
124.053,0.915,0.668,0.00241,0.253,0.0387
184.11,0.911,0.706,0,0.0822,0.323
190.088,0.79,0.577,0,0.25,0.535
132.848,0.288,0.638,8.16E-05,0.14,0.147
153.984,0.626,0.166,0.082,0.116,0.101
184.114,0.362,0.299,0.000151,0.109,0.323
111.914,0.749,0.865,0,0.198,0.371
157.961,0.809,0.58,0,0.115,0.146
179.056,0.782,0.45,0,0.109,0.105
151.93,0.763,0.572,0.00118,0.106,0.25
123.988,0.858,0.55,0.00409,0.0746,0.659
169.985,0.866,0.812,0.000162,0.109,0.777
115.995,0.798,0.827,0.192,0.11,0.142
116.998,0.894,0.458,1.11E-06,0.0989,0.587
168.044,0.809,0.716,0,0.171,0.242
157.98,0.88,0.613,3.48E-06,0.0968,0.537
141.401,0.598,0.925,0,0.338,0.814
159.979,0.65,0.987,0.000168,0.151,0.532
201.042,0.902,0.452,0.0546,0.11,0.194
160.012,0.683,0.636,0.498,0.0972,0.615
165.074,0.649,0.901,0.000279,0.342,0.686
128.404,0.869,0.646,0.661,0.113,0.283
150.003,0.629,0.713,0.904,0.352,0.315
114.044,0.757,0.659,0,0.0637,0.354
199.99,0.774,0.716,1.23E-06,0.0782,0.671
129.925,0.739,0.806,6.56E-05,0.0884,0.152
162.035,0.86,0.553,0.0131,0.685,0.172
142.966,0.767,0.897,2.51E-05,0.257,0.312
204.152,0.787,0.743,0,0.294,0.454
154.124,0.709,0.633,0,0.071,0.575
130.043,0.359,0.94,0.00698,0.231,0.0693
105.011,0.942,0.583,0,0.14,0.463
126.77,0.769,0.787,0,0.129,0.836
142.976,0.883,0.599,0,0.179,0.413
152.938,0.598,0.427,5.83E-06,0.21,0.0605
161.983,0.604,0.662,4.97E-05,0.116,0.474
159.992,0.7,0.763,0.782,0.0702,0.187
124.926,0.836,0.631,0,0.241,0.475
194.038,0.801,0.852,0.000847,0.684,0.306
141.995,0.59,0.853,0,0.354,0.401
114.064,0.822,0.326,0,0.0911,0.506
189.932,0.666,0.503,5.22E-05,0.243,0.324
134.912,0.488,0.729,0,0.393,0.301
140.048,0.846,0.651,0,0.125,0.581
190.018,0.803,0.569,0,0.0976,0.26
163.042,0.73,0.666,0.000394,0.145,0.62
126.992,0.79,0.47,0,0.0884,0.53
199.545,0.624,0.596,0,0.217,0.376
149.003,0.867,0.403,9.30E-06,0.229,0.59
140.052,0.358,0.479,0.00305,0.237,0.0395
189.96,0.68,0.641,0,0.142,0.157
129.945,0.873,0.729,0.000167,0.306,0.575
189.942,0.827,0.567,0,0.121,0.39
183.848,0.684,0.759,0,0.145,0.365
139.9,0.415,0.55,0.000193,0.916,0.601
125.985,0.717,0.79,0.000125,0.518,0.371
192.038,0.59,0.57,6.07E-06,0.332,0.0424
104.958,0.838,0.763,1.37E-05,0.123,0.544
138.836,0.723,0.656,0,0.298,0.155
176.006,0.593,0.581,0,0.0977,0.253
145.018,0.786,0.701,0,0.109,0.601
140.952,0.785,0.479,0,0.425,0.343
134.925,0.763,0.822,0,0.0937,0.351
132.416,0.68,0.501,8.58E-05,0.162,0.392
105.165,0.936,0.339,0,0.211,0.273
199.96,0.732,0.689,0,0.108,0.19
162.818,0.61,0.569,0,0.337,0.287
119.983,0.751,0.727,0.0333,0.1,0.28
194.09,0.845,0.487,0,0.0837,0.631
187.908,0.905,0.527,0,0.0373,0.799
192.142,0.668,0.559,0,0.152,0.357
114.007,0.863,0.928,4.52E-05,0.137,0.347
175.058,0.742,0.725,0,0.337,0.74
145.904,0.697,0.493,0,0.108,0.25
109.954,0.74,0.485,2.09E-06,0.0721,0.039
179.858,0.823,0.52,0,0.121,0.456
164.032,0.795,0.582,0,0.142,0.329
150.013,0.76,0.758,0.344,0.31,0.471
124.04,0.863,0.424,2.13E-06,0.376,0.53
162.584,0.463,0.686,0,0.118,0.131
199.79,0.872,0.666,1.03E-06,0.0707,0.527
160.211,0.86,0.575,0,0.101,0.515
120.085,0.868,0.516,0,0.102,0.309
164.968,0.777,0.541,0,0.112,0.464
140.014,0.829,0.823,0.00169,0.487,0.153
170.082,0.596,0.459,0.000724,0.114,0.182
128.04,0.672,0.857,3.18E-06,0.152,0.531
149.872,0.747,0.505,0.00449,0.12,0.434
109.98,0.918,0.48,0,0.133,0.47
161.181,0.511,0.437,0,0.174,0.315
161.016,0.65,0.448,0.944,0.109,0.0387
139.98,0.683,0.732,0,0.327,0.289
145.7,0.724,0.722,0,0.132,0.246
129.92,0.748,0.378,0,0.218,0.353
139.966,0.747,0.733,0,0.0834,0.504
130.007,0.691,0.562,0,0.295,0.268
129.998,0.742,0.742,0.0556,0.0975,0.435
184.87,0.883,0.571,0,0.0664,0.633
121.973,0.877,0.553,0,0.143,0.589
120.06,0.851,0.49,0,0.102,0.355
154.053,0.574,0.823,0,0.0898,0.256
148.949,0.773,0.742,0,0.558,0.35
177.668,0.688,0.647,1.65E-05,0.095,0.195
148.007,0.852,0.745,0,0.0824,0.897
160.015,0.7,0.728,0,0.112,0.367
150.038,0.895,0.518,0,0.0953,0.881
171.324,0.843,0.476,0.472,0.149,0.601
148.766,0.713,0.66,0,0.213,0.674
160.052,0.772,0.634,0,0.432,0.671
187.968,0.613,0.614,0,0.094,0.198
151.059,0.561,0.643,0,0.0954,0.312
142.053,0.543,0.706,0.0048,0.328,0.353
106.413,0.483,0.454,0,0.109,0.0383
151.997,0.898,0.509,0,0.286,0.526
133.021,0.914,0.565,0,0.101,0.681
130.028,0.919,0.639,0.796,0.12,0.761
135.051,0.785,0.616,9.39E-06,0.375,0.179
139.895,0.764,0.342,0.000199,0.118,0.377
140.007,0.78,0.654,0,0.12,0.713
149.965,0.642,0.321,0.00813,0.188,0.515
176.076,0.793,0.958,2.74E-05,0.15,0.472
144.968,0.836,0.535,1.32E-06,0.133,0.414
125.911,0.736,0.592,3.48E-06,0.181,0.358
147.978,0.804,0.451,2.96E-06,0.241,0.565
129.975,0.715,0.526,0,0.0996,0.421
140.059,0.705,0.702,0,0.364,0.771
181.982,0.88,0.577,1.02E-06,0.201,0.74
143.184,0.86,0.861,4.07E-05,0.113,0.79
191.034,0.918,0.586,0,0.145,0.779
187.206,0.75,0.706,0,0.535,0.59
189.934,0.782,0.627,1.27E-05,0.201,0.485
112.23,0.919,0.657,0,0.356,0.659
136.08,0.502,0.652,0,0.0675,0.648
178.958,0.635,0.512,0.0703,0.35,0.489
187.58,0.753,0.749,0,0.0845,0.832
154.322,0.725,0.737,0.00417,0.109,0.219
186.164,0.858,0.76,0,0.322,0.951
184.088,0.808,0.765,0.000196,0.0515,0.761
185.992,0.813,0.757,0,0.363,0.646
184.278,0.801,0.578,0.811,0.199,0.499
190.1,0.843,0.7,0,0.876,0.675
192.376,0.846,0.416,9.34E-06,0.238,0.645
180.564,0.844,0.857,5.88E-06,0.538,0.72
196.908,0.755,0.459,0,0.0851,0.597
176.598,0.861,0.56,2.70E-05,0.439,0.634
179.24,0.708,0.447,0.000728,0.102,0.0384
