rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
3850,1.0,1,780,6,17.0,28,1,0,0,0,0,0,0,0,Midtown East,Manhattan
5395,1.0,1,558,3,5.0,2,1,0,0,0,0,0,0,0,East Village,Manhattan
2400,0.0,1,500,6,12.0,7,0,1,1,1,1,1,0,1,Downtown Brooklyn,Brooklyn
5575,3.0,2,1023,6,14.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
3750,3.0,1,1100,6,4.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1443,1.0,1,550,4,3.0,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2795,1.0,1,800,6,4.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4500,4.0,2,1400,2,4.0,107,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
2300,0.0,1,550,7,5.0,6,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3600,2.0,2,1200,2,10.0,105,0,0,1,0,0,1,1,0,Upper West Side,Manhattan
3750,0.0,1,636,1,6.0,52,1,0,0,0,0,0,0,0,East Village,Manhattan
3800,3.0,1,1100,3,3.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
12000,3.5,2,1600,1,5.0,105,0,0,1,1,1,0,0,0,West Village,Manhattan
2950,1.0,1,660,14,4.0,96,1,0,0,0,0,1,0,0,Columbia St Waterfront District,Brooklyn
5155,1.0,1,812,5,33.0,44,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2300,3.0,1,850,7,1.0,92,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
2500,2.0,1,1200,4,8.0,9,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2250,0.0,1,500,5,4.0,54,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3750,1.0,1,646,3,17.0,11,0,0,0,1,0,0,0,0,Midtown South,Manhattan
4995,1.0,1,725,4,10.0,24,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4198,0.0,1,851,3,17.0,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
7500,1.0,1,1052,4,32.0,33,0,0,0,1,0,0,0,0,Midtown,Manhattan
2600,1.0,1,655,5,2.0,5,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
3385,3.0,2,1175,4,2.0,9,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
3000,3.0,1,1400,1,1.0,96,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
3093,0.0,1,461,12,19.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
11000,3.0,3,1815,5,11.0,2,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4195,1.0,1,854,5,27.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2700,0.0,1,452,3,20.0,29,0,0,0,1,1,1,0,1,Financial District,Manhattan
2499,2.0,1,700,5,5.0,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3865,1.0,1,910,5,8.0,1,1,0,0,0,0,0,0,0,East Harlem,Manhattan
5935,1.0,1,926,5,11.0,9,1,0,0,0,0,1,0,0,Tribeca,Manhattan
4950,1.0,2,981,9,5.0,8,1,0,1,1,1,0,1,1,Midtown West,Manhattan
4600,1.0,1,900,5,4.0,12,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
8500,3.0,2,1500,2,5.0,93,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3350,2.0,1,600,7,5.0,106,0,0,0,0,0,0,0,0,East Village,Manhattan
1800,1.0,1,779,8,4.0,86,1,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
3550,1.0,1,581,5,7.0,37,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4500,2.0,1,1571,5,6.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4595,2.0,2,1088,7,10.0,5,1,1,0,0,0,0,0,0,Carroll Gardens,Brooklyn
4600,1.0,1,717,6,8.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
2760,1.0,1,405,4,4.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4850,2.0,2,1010,2,5.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
3150,1.0,1,750,3,3.0,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3400,1.0,1,700,1,3.0,15,1,1,0,1,1,0,0,1,Midtown West,Manhattan
2200,1.0,1,675,1,2.0,106,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
3300,1.0,1,694,0,9.0,87,0,1,1,1,1,1,0,0,Financial District,Manhattan
2795,2.0,2,1126,8,3.0,93,0,1,0,1,1,0,0,1,Kew Gardens,Queens
7000,3.0,2,1394,10,12.0,53,1,0,1,0,1,1,0,0,Upper East Side,Manhattan
3850,0.0,1,605,2,6.0,10,0,0,0,0,0,1,1,0,Chelsea,Manhattan
6500,1.0,1,1100,4,18.0,43,0,0,1,0,0,1,0,0,Upper East Side,Manhattan
12000,3.0,3,1737,43,20.0,8,0,0,0,1,1,0,0,1,Battery Park City,Manhattan
2975,0.0,1,402,5,6.0,13,1,1,0,1,1,1,0,0,West Village,Manhattan
3100,0.0,1,600,1,2.0,53,0,0,0,0,0,0,0,0,Midtown,Manhattan
2990,0.0,1,395,12,1.0,8,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6995,2.0,2,1172,11,35.0,31,0,0,0,0,0,0,1,0,Upper East Side,Manhattan
3229,0.0,1,470,4,7.0,19,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1825,1.0,1,680,13,2.0,52,1,0,0,0,0,0,0,0,Jackson Heights,Queens
2225,2.0,1,750,5,2.0,85,0,0,0,0,0,0,0,0,Astoria,Queens
3250,1.0,1,700,8,6.0,33,0,0,0,0,1,0,0,0,Midtown East,Manhattan
2530,1.0,1,701,10,6.0,3,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
3254,0.0,1,403,2,11.0,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
8950,2.0,2,1449,2,13.0,10,0,0,0,1,1,0,0,1,Chelsea,Manhattan
3495,1.0,1,800,9,3.0,36,0,1,0,1,1,0,0,1,Midtown East,Manhattan
2495,3.0,1,900,1,3.0,9,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
3495,1.0,1,882,5,3.0,6,0,0,0,1,1,1,0,1,Williamsburg,Brooklyn
4850,2.0,2,938,4,13.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
4995,1.0,1,947,5,7.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2900,1.0,1,600,2,9.0,84,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3184,1.0,1,696,2,4.0,48,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3850,2.0,2,1127,3,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2950,1.0,1,850,3,1.0,6,0,0,0,0,0,0,0,0,Flushing,Queens
3000,0.0,1,500,3,3.0,116,0,1,0,1,1,1,0,0,Greenwich Village,Manhattan
13500,4.0,3,2364,6,5.0,8,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
10400,3.0,2,1797,5,25.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4500,3.0,2,1000,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1590,1.0,1,700,7,5.0,51,0,0,0,0,0,0,0,0,Woodside,Queens
2500,0.0,1,525,7,3.0,66,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
3500,2.0,1,1000,11,3.0,116,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2100,0.0,1,450,13,5.0,60,0,0,0,0,0,1,0,0,Upper East Side,Manhattan
2050,2.0,1,900,16,2.0,75,0,0,0,0,0,0,0,0,Astoria,Queens
3160,0.0,1,602,1,7.0,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
3308,0.0,1,470,4,18.0,19,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4195,2.0,2,886,8,2.0,3,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3500,0.0,1,499,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4846,2.0,1,805,9,14.0,86,1,0,1,1,1,0,0,0,Gramercy Park,Manhattan
9400,3.0,2,1274,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2550,2.0,1,790,2,2.0,9,1,0,1,1,1,0,0,1,Bushwick,Brooklyn
2300,1.0,1,611,9,6.0,12,1,1,1,1,1,0,0,1,East Harlem,Manhattan
2750,0.0,1,493,10,9.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2695,0.0,1,445,3,25.0,29,0,1,1,1,1,0,0,1,Financial District,Manhattan
6995,2.0,2,1091,2,14.0,92,0,1,0,1,0,0,0,1,Upper West Side,Manhattan
6000,2.0,2,1034,3,37.0,15,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2800,2.0,1,1100,43,2.0,7,0,0,0,0,0,0,0,0,Astoria,Queens
2620,0.5,1,466,4,18.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
5100,2.0,2,1123,8,5.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4895,2.0,0,950,6,3.0,96,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2600,1.0,1,1031,5,2.0,71,0,0,0,0,0,0,0,0,Rego Park,Queens
3369,1.0,1,717,4,9.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3250,1.0,1,900,2,1.0,91,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
3498,0.0,1,464,2,15.0,13,1,1,1,1,1,1,0,1,Flatiron,Manhattan
2700,2.0,1,800,8,1.0,86,0,0,0,0,0,0,0,0,Astoria,Queens
1990,1.0,1,475,10,1.0,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2650,0.0,1,471,2,45.0,29,0,0,1,1,1,1,0,0,Midtown,Manhattan
5795,2.0,2,1133,2,19.0,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
7500,2.0,2,1104,4,31.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2775,2.0,1,675,2,3.0,85,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2600,1.0,1,650,6,1.0,106,1,0,0,0,0,0,0,0,Midtown East,Manhattan
6725,1.0,1,1021,5,18.0,37,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
3200,0.0,1,622,5,10.0,31,0,0,0,0,0,1,0,1,Battery Park City,Manhattan
3029,1.0,1,655,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
20000,3.0,3,2600,2,3.0,86,0,1,0,1,1,1,0,1,Soho,Manhattan
3640,1.0,1,664,1,8.0,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4500,2.0,1,800,13,29.0,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
5600,2.0,2,1049,5,30.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3900,2.0,1,1000,2,7.0,115,0,1,1,1,0,0,0,0,Midtown,Manhattan
3285,1.0,1,586,2,4.0,99,1,0,1,0,1,1,0,0,Upper West Side,Manhattan
2850,0.0,1,500,6,2.0,59,0,0,1,0,0,0,0,0,Midtown East,Manhattan
3950,1.0,1,714,4,6.0,19,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2775,0.0,1,486,1,12.0,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
3840,1.0,1,709,8,11.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4800,3.0,2,1500,7,1.0,106,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
2100,1.0,1,500,8,4.0,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
5295,2.0,2,1254,1,19.0,10,0,0,0,0,0,0,1,1,DUMBO,Brooklyn
2295,0.0,1,250,2,1.0,118,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
3700,1.5,1,900,12,14.0,55,0,0,0,1,0,0,0,0,Midtown East,Manhattan
3550,1.0,1,900,2,6.0,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
8500,2.0,2,1275,2,7.0,86,0,0,0,0,0,0,0,0,Tribeca,Manhattan
5500,1.0,1,925,3,4.0,101,0,1,1,1,1,1,1,1,Tribeca,Manhattan
2395,1.0,1,700,6,2.0,86,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
5345,2.0,2,1038,7,28.0,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
5150,1.0,1,679,3,17.0,11,1,0,0,0,0,0,0,0,Flatiron,Manhattan
3965,1.0,1,629,7,25.0,39,1,0,0,0,0,0,1,0,Midtown East,Manhattan
2995,1.0,2,1000,4,4.0,3,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4400,2.0,1,950,7,31.0,42,0,0,0,0,0,0,0,0,Midtown East,Manhattan
5250,3.0,2,1300,4,7.0,7,1,1,1,0,0,1,0,0,Clinton Hill,Brooklyn
5340,2.0,2,971,8,9.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2100,0.0,1,400,5,1.0,101,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
7250,3.0,2,1339,2,4.0,32,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2975,0.0,1,605,5,23.0,6,0,0,0,0,1,1,0,1,Williamsburg,Brooklyn
2850,1.0,1,488,1,17.0,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
1987,1.0,1,850,2,3.0,88,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
3600,1.0,1,668,5,7.0,30,0,0,0,1,1,1,0,0,Battery Park City,Manhattan
4795,3.0,1,1100,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3300,1.5,1,650,13,16.0,9,0,0,0,0,0,1,0,0,Midtown West,Manhattan
3795,0.0,1,577,4,21.0,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
2400,2.0,1,1250,5,2.0,101,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4410,1.0,1,802,2,10.0,89,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
9250,3.0,3,1800,4,9.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3230,2.0,2,1000,5,8.0,7,1,0,0,0,0,0,0,0,East Harlem,Manhattan
3500,1.0,1,678,5,7.0,85,1,1,1,0,1,1,0,0,Upper East Side,Manhattan
4000,1.0,1,672,15,30.0,43,1,0,0,1,1,0,0,0,Midtown East,Manhattan
3813,0.0,1,826,4,20.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
2450,2.0,1,1000,7,2.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
3750,1.0,1,679,3,30.0,86,0,1,1,1,1,0,0,1,Financial District,Manhattan
4500,3.0,1,1000,4,1.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2650,2.0,1,777,4,1.0,15,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
4350,3.0,1,950,2,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3100,3.0,1,710,9,2.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4085,2.0,2,913,6,19.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
4590,1.0,1,730,3,12.0,89,1,1,0,1,1,0,0,1,Upper East Side,Manhattan
4056,2.0,1,920,7,8.0,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
7250,4.0,3,2000,4,3.0,96,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
3595,2.0,1,700,4,3.0,8,0,0,0,1,1,0,1,1,Lower East Side,Manhattan
3370,1.0,1,677,1,20.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
8500,2.0,1,1613,3,8.0,101,0,0,0,1,1,0,0,1,Upper West Side,Manhattan
2950,1.0,1,587,3,22.0,36,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3600,1.0,1,775,4,9.0,85,0,0,1,1,1,0,0,1,Financial District,Manhattan
3730,1.0,1,740,2,28.0,9,1,0,0,0,0,0,0,0,Financial District,Manhattan
3100,0.0,1,550,2,9.0,55,1,0,0,0,0,1,0,0,Greenwich Village,Manhattan
1832,1.0,1,690,5,11.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
3495,2.0,1,750,3,2.0,126,1,0,0,0,0,0,0,0,Midtown West,Manhattan
3700,3.0,2,1250,3,3.0,96,0,1,0,1,1,0,1,0,Inwood,Manhattan
6500,1.0,1,1000,8,2.0,51,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3850,1.0,1,817,2,4.0,85,1,1,0,0,1,1,0,0,Upper West Side,Manhattan
3600,2.0,1,700,2,6.0,86,0,0,1,0,0,0,0,0,Midtown East,Manhattan
2095,0.0,1,475,3,6.0,91,0,0,0,0,0,0,0,0,Flatiron,Manhattan
7650,2.0,2,1235,4,20.0,11,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
2200,0.0,1,600,3,3.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens
2790,0.0,1,421,5,5.0,17,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
3295,1.0,1,628,6,31.0,37,0,1,1,1,1,1,1,1,Midtown East,Manhattan
3000,3.0,2,620,11,1.0,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
8900,2.0,2,1100,4,35.0,33,0,0,0,1,0,0,1,0,Midtown,Manhattan
2780,0.0,1,520,5,2.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2960,0.0,1,537,1,7.0,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
4400,1.0,1,692,2,8.0,29,0,1,1,1,1,1,0,1,Tribeca,Manhattan
2995,0.0,1,500,1,11.0,29,0,0,0,0,0,0,0,0,Tribeca,Manhattan
1950,1.0,1,596,5,3.0,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
3850,1.0,1,675,5,3.0,61,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4000,3.0,1,1000,5,5.0,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5819,2.0,1,1121,2,19.0,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
4100,1.0,1,944,8,13.0,69,1,0,0,1,1,0,0,0,Stuyvesant Town/PCV,Manhattan
4195,4.0,2,1300,4,2.0,91,0,0,0,0,1,0,1,1,Upper West Side,Manhattan
4200,1.0,1,535,0,7.0,4,0,0,0,0,0,0,0,0,East Village,Manhattan
3825,1.0,1,764,7,5.0,39,1,0,0,0,0,1,0,0,Midtown East,Manhattan
5250,1.0,1,1158,1,8.0,180,0,0,0,0,1,0,0,0,Financial District,Manhattan
3400,2.0,1,800,6,3.0,106,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
2498,2.0,1,784,27,5.0,12,1,0,0,0,0,0,0,0,Kew Gardens Hills,Queens
2650,0.0,1,550,9,25.0,2,1,0,0,0,0,0,0,0,Long Island City,Queens
3067,2.0,1,775,9,3.0,106,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
2723,0.0,1,457,4,22.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
3800,2.0,1,817,1,7.0,8,0,0,0,0,0,0,0,0,Chinatown,Manhattan
15000,2.0,2,2000,4,4.0,13,0,1,0,0,0,1,0,0,Tribeca,Manhattan
3800,1.0,1,700,13,5.0,9,0,0,0,0,1,1,0,0,Midtown West,Manhattan
3342,1.0,1,648,14,18.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
7880,3.0,2,1500,4,16.0,35,1,1,0,1,1,0,0,1,Midtown East,Manhattan
1450,1.0,1,575,1,7.0,61,0,0,0,0,0,0,0,0,Jamaica Estates,Queens
4965,1.0,1,812,5,32.0,44,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1600,0.0,1,500,6,10.0,54,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
2650,0.0,1,516,2,12.0,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
3375,1.0,1,750,1,40.0,3,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3325,1.0,1,629,6,16.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
16000,4.0,4,2110,8,16.0,29,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1600,0.0,1,550,5,1.0,11,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2850,1.0,1,825,12,3.0,9,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
3187,2.0,1,650,2,18.0,29,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
2750,1.0,1,550,8,1.0,96,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3994,2.0,1,800,7,3.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5958,2.0,2,1300,1,21.0,51,1,0,0,1,1,0,0,0,Midtown West,Manhattan
3875,2.0,3,1274,5,4.0,11,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
3600,1.0,1,1100,4,4.0,96,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
4100,2.0,2,940,2,3.0,12,0,1,0,0,1,0,0,1,Chinatown,Manhattan
3600,2.0,1,710,6,34.0,37,0,0,1,0,1,1,0,0,Midtown East,Manhattan
3700,1.0,1,600,5,9.0,37,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2700,0.0,1,550,5,16.0,59,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4000,3.0,1,700,5,10.0,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3500,2.0,2,1014,4,5.0,9,0,0,0,0,0,0,0,0,Ditmas Park,Brooklyn
3300,1.0,1,650,10,5.0,18,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2350,1.0,1,771,5,16.0,58,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
3795,2.0,1,750,2,11.0,116,0,0,0,0,1,0,0,0,Financial District,Manhattan
7500,3.0,2,1300,3,16.0,27,1,1,0,1,1,1,0,1,Upper West Side,Manhattan
5771,2.0,2,1018,9,10.0,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2615,0.0,1,430,1,24.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2200,1.0,1,825,3,6.0,54,0,0,0,0,0,0,0,0,Ditmas Park,Brooklyn
4600,1.0,1,960,5,22.0,9,0,1,1,1,1,0,0,0,Midtown,Manhattan
3400,1.0,1,850,3,7.0,87,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1500,1.0,1,650,3,4.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens
2750,2.0,1,800,8,1.0,86,0,0,0,0,0,0,0,0,Astoria,Queens
3715,1.0,1,591,6,11.0,113,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3120,1.0,1,677,1,28.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2750,0.0,1,595,1,8.0,76,0,0,1,0,1,1,0,1,Financial District,Manhattan
2745,1.0,1,700,1,6.0,2,1,0,0,0,0,0,0,0,Forest Hills,Queens
1600,1.0,1,450,3,3.0,116,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
6500,2.0,2,1188,2,64.0,29,0,1,0,1,1,0,0,1,Midtown,Manhattan
3299,3.0,1,972,7,3.0,116,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
3911,2.0,2,913,6,18.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
1500,0.0,1,450,2,3.0,106,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
3000,1.0,1,676,5,12.0,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2535,1.0,1,615,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
2795,1.0,1,700,9,13.0,42,0,0,1,0,1,0,0,0,Upper East Side,Manhattan
3211,1.0,1,775,2,17.0,53,1,0,0,1,0,0,0,0,Midtown,Manhattan
6900,2.0,2,1196,10,4.0,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2450,2.0,1,870,3,5.0,101,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2250,2.0,1,750,5,2.0,92,0,0,0,0,0,0,0,0,Astoria,Queens
4545,2.0,2,852,3,4.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1400,0.0,1,550,2,4.0,87,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
4400,1.0,1,750,2,2.0,30,0,0,0,0,1,0,0,0,Flatiron,Manhattan
3300,2.0,1,626,3,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5995,2.0,2,1179,5,26.0,6,0,0,0,1,1,0,0,1,Williamsburg,Brooklyn
3895,1.0,1,650,8,27.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
1900,2.0,1,800,7,3.0,85,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
5260,2.0,2,1139,3,5.0,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
7500,2.0,2,1214,3,15.0,88,0,0,0,1,0,1,0,0,Upper East Side,Manhattan
5495,1.0,1,1000,2,7.0,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1350,0.0,1,450,8,4.0,54,0,0,0,1,0,0,0,0,Elmhurst,Queens
2630,0.0,1,408,5,9.0,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2595,1.0,1,600,2,4.0,116,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
5500,1.0,1,1000,2,4.0,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
5000,1.0,1,550,2,18.0,89,1,0,0,0,0,1,0,0,Midtown,Manhattan
4150,1.0,1,640,3,14.0,9,1,0,1,0,1,1,0,0,Upper East Side,Manhattan
1895,2.0,1,930,6,5.0,57,1,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
1895,2.0,1,750,4,2.0,107,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
2907,1.0,1,706,3,5.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens
3100,1.0,1,575,2,5.0,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2550,2.0,2,850,7,2.0,86,0,0,0,0,0,0,0,0,Astoria,Queens
3995,1.0,1,589,4,11.0,7,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3875,1.0,1,653,4,14.0,18,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
7000,2.0,1,1350,3,6.0,108,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
3775,1.0,1,609,12,12.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
10500,3.0,2,3000,2,7.0,86,0,0,0,0,0,0,0,0,East Village,Manhattan
4500,3.0,1,1500,2,1.0,6,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4095,2.0,1,900,2,68.0,8,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3400,1.0,1,723,8,3.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
12000,3.0,2,1982,4,20.0,10,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
2750,0.0,1,546,4,6.0,52,1,0,0,0,0,0,0,0,Midtown East,Manhattan
6800,1.0,2,1233,3,6.0,52,1,1,1,1,1,0,0,1,Tribeca,Manhattan
2775,2.0,1,850,2,2.0,11,1,0,0,1,0,0,0,0,Bushwick,Brooklyn
3700,2.0,1,900,1,4.0,87,0,0,0,0,0,0,0,0,Financial District,Manhattan
